5.800000000000000000e+01	7.422982786564636334e-06	1.424036571918790184e+00	6.429999999999998863e+02	2.460000000000000853e+02
8.200000000000000000e+01	1.753536964671016446e-03	1.422329550028173628e+00	3.034999999999996021e+02	1.170000000000000711e+02
9.300000000000000000e+01	5.927869329466144794e-04	1.459984117421545546e+00	3.104999999999998295e+02	1.290000000000000568e+02
9.600000000000000000e+01	1.128346618396343210e-06	1.779202758388697347e+00	2.359999999999999432e+02	1.190000000000000711e+02
1.120000000000000000e+02	7.763575413659479680e-06	1.776892590973436548e+00	1.920000000000000568e+02	1.035000000000000284e+02
1.160000000000000000e+02	4.046591326923963887e-07	1.423834928583370907e+00	7.614999999999996589e+02	3.320000000000000568e+02
1.250000000000000000e+02	9.397567397708266586e-09	1.726727278514527564e+00	3.535000000000005684e+02	1.865000000000000853e+02
1.570000000000000000e+02	2.503868350036673599e-06	1.603641654541675399e+00	3.004999999999998863e+02	1.689999999999999432e+02
2.090000000000000000e+02	3.140817987955822551e-13	1.644642959756354550e+00	2.964999999999998295e+02	7.249999999999994316e+02
2.160000000000000000e+02	2.085089591860753468e-14	1.526648439834851656e+00	4.739999999999998295e+02	1.086999999999998863e+03
2.180000000000000000e+02	2.934269266823106664e-10	1.621213196753585661e+00	2.334999999999999147e+02	5.780000000000001137e+02
2.200000000000000000e+02	1.961590687606523800e-07	1.400890977433678630e+00	3.575000000000000568e+02	7.634999999999994316e+02
2.210000000000000000e+02	4.350580403649701930e-03	1.219809214368126060e+00	3.300000000000001705e+02	6.149999999999997726e+02
2.230000000000000000e+02	2.515999886599235140e-08	1.624407604840577557e+00	1.795000000000000000e+02	4.470000000000000000e+02
2.300000000000000000e+02	8.120517234770852555e-04	1.302657580402810877e+00	2.465000000000000000e+02	4.775000000000000000e+02
2.410000000000000000e+02	6.417103022595909059e-08	1.667623314856249817e+00	1.514999999999998010e+02	3.835000000000001137e+02
2.430000000000000000e+02	1.669280654201303636e-14	1.829739359368143914e+00	2.124999999999998579e+02	5.864999999999998863e+02
2.510000000000000000e+02	1.583245811490166565e-04	1.439841989987484361e+00	1.604999999999999147e+02	3.375000000000000568e+02
2.520000000000000000e+02	4.914443565718124474e-05	1.571243615367532653e+00	1.145000000000000426e+02	2.625000000000000000e+02
2.550000000000000000e+02	3.013458775331046002e-03	1.323659061001128956e+00	1.779999999999999432e+02	3.464999999999998863e+02
4.270000000000000000e+02	2.187703271645966884e-11	1.988824047566615238e+00	1.145000000000000426e+02	5.255000000000002274e+02
5.900000000000000000e+02	7.844557669829121146e-05	1.405133742148454434e+00	1.670000000000000568e+02	7.634999999999994316e+02
5.910000000000000000e+02	3.044294520781034893e-18	2.415191370260406423e+00	9.499999999999995737e+01	7.249999999999994316e+02
5.920000000000000000e+02	2.326474386922059584e-04	1.439386439184588973e+00	1.235000000000000000e+02	5.789999999999997726e+02
6.010000000000000000e+02	2.029087180335011412e-03	1.238433172285528849e+00	2.835000000000001137e+02	1.140500000000000455e+03
7.210000000000000000e+02	2.526464489839051015e-04	1.241084469286331649e+00	4.199999999999995453e+02	1.210999999999999773e+03
7.220000000000000000e+02	1.078052049272070365e-12	1.581036424634555404e+00	3.129999999999998863e+02	1.114999999999999545e+03
7.310000000000000000e+02	3.439903669023420662e-03	1.235852375889286980e+00	2.634999999999998863e+02	7.834999999999989768e+02
7.390000000000000000e+02	1.401858934305162487e-05	1.449900853198422324e+00	1.704999999999998863e+02	6.075000000000003411e+02
7.470000000000000000e+02	8.192401921477298525e-05	1.425436003706004540e+00	1.575000000000000568e+02	5.320000000000000000e+02
7.490000000000000000e+02	6.178447040286695526e-04	1.305911581840800473e+00	2.174999999999997158e+02	6.895000000000002274e+02
7.500000000000000000e+02	1.376989200971389845e-08	1.465292238499413369e+00	2.799999999999998863e+02	9.894999999999996589e+02
7.510000000000000000e+02	2.809406175908608564e-31	1.705804855824765598e+00	5.925000000000001137e+02	2.382000000000000909e+03
7.680000000000000000e+02	7.325484038668136021e-05	1.382394199979463112e+00	1.879999999999996589e+02	6.904999999999996589e+02
7.750000000000000000e+02	1.106337799386077937e-06	1.371483996682601347e+00	3.060000000000005684e+02	1.048499999999998863e+03
1.040000000000000000e+03	2.525516819961655217e-03	6.944293478260869179e+00	2.999999999999998668e+00	1.950000000000001421e+01
1.310000000000000000e+03	6.602999347594246376e-04	2.213806431663574603e+00	7.099999999999995737e+01	3.199999999999997868e+01
1.407000000000000000e+03	6.165932700334937448e-04	2.104156625721319784e+00	7.750000000000004263e+01	3.449999999999998579e+01
1.420000000000000000e+03	6.187443732330599744e-04	1.685185185185185119e+00	1.969999999999998863e+02	6.849999999999995737e+01
1.456000000000000000e+03	3.259242390147666646e-03	2.274349286314021779e+00	4.849999999999997868e+01	2.250000000000001066e+01
1.460000000000000000e+03	2.098278131344271692e-03	1.734018264840182733e+00	1.384999999999999432e+02	4.900000000000001421e+01
1.613000000000000000e+03	3.223297041419293744e-03	2.305407072368421240e+00	1.900000000000000355e+01	4.100000000000000711e+01
2.082000000000000000e+03	1.034254525066144069e-03	5.029292929292929593e+00	4.499999999999998224e+00	2.600000000000000711e+01
2.252000000000000000e+03	2.372916007287430296e-03	6.125714285714285445e+00	3.499999999999994227e+00	1.250000000000001066e+01
3.168000000000000000e+03	4.299774652026747829e-03	6.833333333333333037e+00	3.499999999999994227e+00	7.999999999999997335e+00
3.414000000000000000e+03	3.965729490692044591e-03	4.004848484848484880e+00	6.999999999999997335e+00	1.400000000000000000e+01
3.491000000000000000e+03	4.496416027241390174e-03	4.316239316239316004e+00	6.999999999999997335e+00	1.049999999999999645e+01
3.557000000000000000e+03	4.507254742755131306e-03	4.830508474576270750e+00	5.499999999999992895e+00	9.000000000000003553e+00
3.912000000000000000e+03	3.573872288483916949e-03	8.913333333333333997e+00	2.499999999999998668e+00	7.500000000000002665e+00
4.510000000000000000e+03	2.119158080544602510e-04	3.699679487179487136e+00	2.050000000000001776e+01	1.700000000000000000e+01
4.653000000000000000e+03	2.660490234876680335e-03	2.694209636517328921e+00	2.600000000000000711e+01	1.999999999999999645e+01
4.822000000000000000e+03	1.871497223561581534e-03	2.788641265276779357e+00	2.600000000000000711e+01	1.850000000000000355e+01
4.855000000000000000e+03	2.197925737240496178e-04	2.916928886091881612e+00	3.599999999999997868e+01	2.500000000000000000e+01
4.952000000000000000e+03	2.341175611217258690e-03	2.542536115569823618e+00	3.599999999999997868e+01	2.050000000000001776e+01
5.461000000000000000e+03	4.007966421890627427e-03	3.591240875912408814e+00	1.149999999999999112e+01	1.149999999999999112e+01
5.660000000000000000e+03	2.772633663195906654e-03	8.031390134529148739e+00	2.999999999999998668e+00	9.499999999999996447e+00
