4.600000000000000000e+01	2.394724823202168398e-10	4.784756097560975974e+00	2.454867537417498369e+01	5.751172088874999133e+01
1.670000000000000000e+02	5.981570402157202997e-64	5.566666666666666430e+01	7.759305059385001258e+00	1.676981007709248104e+02
1.970000000000000000e+02	1.911509296824465967e-09	5.926829268292682862e+00	1.788444250090500276e+01	3.672879329397498793e+01
2.310000000000000000e+02	1.028653858642808207e-12	7.253886010362694314e+00	1.389647390293000306e+01	6.548465373847496096e+01
3.000000000000000000e+02	1.941925898237863428e-04	4.023300970873786575e+00	1.065220147124500727e+01	2.875586044425001475e+01
3.370000000000000000e+02	1.476168774687201668e-18	1.772727272727272663e+01	1.117926550097000060e+01	3.672879329397498793e+01
3.960000000000000000e+02	9.259124348272797712e-47	2.850000000000000000e+02	7.583617049470002591e+00	5.751172088874999133e+01
4.270000000000000000e+02	1.182042212120662807e-40	3.672121212121211897e+01	1.135495351087499749e+01	7.345758658820001585e+01
5.980000000000000000e+02	1.042311119122151936e-19	3.537062937062937351e+01	4.515032627690001910e+00	3.672879329397498793e+01
7.310000000000000000e+02	3.378049654270938959e-08	4.400237529691211513e+00	1.661368230484999486e+01	5.751172088850002240e+01
9.170000000000000000e+02	1.651386760196603631e-29	6.181938911022576200e+00	6.698179324917499855e+01	1.101863798821750180e+02
9.440000000000000000e+02	5.980134956358973686e-27	9.731324253839467531e+00	1.714074633459501484e+01	1.181593127318999734e+02
1.076000000000000000e+03	4.035102418906641957e-149	2.178762042799897714e+01	7.491678631827501533e+01	4.213972719482000571e+02
1.126000000000000000e+03	4.153151256206950946e-43	5.743730407523511161e+01	4.515032627690001910e+00	1.053493179869999921e+02
1.158000000000000000e+03	5.884919747745853772e-05	2.541369863013698716e+00	7.382171413236501678e+01	3.672879329397498793e+01
1.184000000000000000e+03	3.027169425697095441e-13	7.825086306098964606e+00	7.728261870069999873e+01	2.875586044425001475e+01
1.248000000000000000e+03	2.013122992067613539e-19	2.623423423423423273e+01	9.030065255399993163e+00	2.875586044425001475e+01
1.270000000000000000e+03	5.412376102202778579e-70	5.868206896551723872e+01	1.082788948115000593e+01	1.133222508367499586e+02
1.308000000000000000e+03	2.524771021460803992e-40	4.946031746031746223e+01	9.030065255405000713e+00	5.751172088874999133e+01
1.353000000000000000e+03	2.098066453615097604e-11	5.379310344827586299e+00	6.952331364127500990e+01	3.672879329397498793e+01
1.379000000000000000e+03	4.421125939524936600e-60	6.505714285714286405e+01	1.534292210884999896e+01	8.143051943792497127e+01
1.470000000000000000e+03	0.000000000000000000e+00	2.191166414888018554e+00	4.178972016288598752e+03	9.170063341227505589e+03
1.498000000000000000e+03	0.000000000000000000e+00	4.483715393445436348e+00	2.052853945541000485e+03	8.428518326032997720e+03
1.532000000000000000e+03	0.000000000000000000e+00	9.329598166446571028e+00	8.036177424838001571e+02	2.988210887873899537e+03
1.568000000000000000e+03	0.000000000000000000e+00	4.512570622340209781e+00	5.223911363638555940e+02	6.080767310186440227e+03
1.593000000000000000e+03	0.000000000000000000e+00	6.543680879827887154e+00	8.052689113240004417e+02	1.527235085162776159e+04
